Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Primary Target,Pathway,Mean Normalized Growth Rate Inhibition Value,Increased Fraction Dead
50206-2,HCC1395,10047-101-1,Pictilisib,10.0,pan PI3K,PI3K/mTOR,-0.0143,0.08801
50206-2,HCC1395,10394-101-1,Ceritinib,0.001,ALK,RTK,1.0941,-0.00730
50206-2,HCC1395,10394-101-1,Ceritinib,0.0031623,ALK,RTK,1.1084,-0.00248
50206-2,HCC1395,10394-101-1,Ceritinib,0.01,ALK,RTK,1.0871,-0.00112
50206-2,HCC1395,10394-101-1,Ceritinib,0.031623,ALK,RTK,1.0849,-0.00289
50206-2,HCC1395,10394-101-1,Ceritinib,0.1,ALK,RTK,1.0650,-0.01086
50206-2,HCC1395,10394-101-1,Ceritinib,0.31623,ALK,RTK,0.9791,0.00733
50206-2,HCC1395,10394-101-1,Ceritinib,1.0,ALK,RTK,0.7407,0.02140
50206-2,HCC1395,10394-101-1,Ceritinib,3.1623,ALK,RTK,-0.0221,0.13957
50206-2,HCC1395,10394-101-1,Ceritinib,10.0,ALK,RTK,-0.6268,0.58415
50206-2,HCC1395,10018-101-1,Neratinib,0.00031623,EGFR/HER2,RTK,1.0560,0.01015
50206-2,HCC1395,10018-101-1,Neratinib,0.001,EGFR/HER2,RTK,1.0353,-0.00084
50206-2,HCC1395,10018-101-1,Neratinib,0.0031623,EGFR/HER2,RTK,1.1099,0.00049
50206-2,HCC1395,10018-101-1,Neratinib,0.01,EGFR/HER2,RTK,1.0263,0.00547
50206-2,HCC1395,10018-101-1,Neratinib,0.031623,EGFR/HER2,RTK,1.0192,0.00338
50206-2,HCC1395,10018-101-1,Neratinib,0.1,EGFR/HER2,RTK,0.8815,0.00136
50206-2,HCC1395,10018-101-1,Neratinib,0.31623,EGFR/HER2,RTK,0.7384,0.01040
50206-2,HCC1395,10018-101-1,Neratinib,1.0,EGFR/HER2,RTK,0.5138,0.01026
50206-2,HCC1395,10018-101-1,Neratinib,3.1623,EGFR/HER2,RTK,0.0167,0.13793
50206-2,HCC1395,10131-101-1,Tivantinib,0.001,MET,RTK,1.0674,0.00889
50206-2,HCC1395,10131-101-1,Tivantinib,0.0031623,MET,RTK,1.1032,0.00036
50206-2,HCC1395,10131-101-1,Tivantinib,0.01,MET,RTK,1.1281,0.00091
50206-2,HCC1395,10131-101-1,Tivantinib,0.031623,MET,RTK,1.1397,0.00684
50206-2,HCC1395,10131-101-1,Tivantinib,0.1,MET,RTK,0.9301,0.00785
50206-2,HCC1395,10131-101-1,Tivantinib,0.31623,MET,RTK,0.6753,0.04885
50206-2,HCC1395,10131-101-1,Tivantinib,1.0,MET,RTK,0.0882,0.18551
50206-2,HCC1395,10131-101-1,Tivantinib,3.1623,MET,RTK,-0.3317,0.36908
50206-2,HCC1395,10131-101-1,Tivantinib,10.0,MET,RTK,-0.4835,0.45889
50206-2,HCC1395,10444-101-1,Cediranib,0.001,VEGFR/cKIT,RTK,1.0002,0.01400
50206-2,HCC1395,10444-101-1,Cediranib,0.0031623,VEGFR/cKIT,RTK,1.1390,0.00195
50206-2,HCC1395,10444-101-1,Cediranib,0.01,VEGFR/cKIT,RTK,1.0919,0.00395
50206-2,HCC1395,10444-101-1,Cediranib,0.031623,VEGFR/cKIT,RTK,1.1006,-0.00077
50206-2,HCC1395,10444-101-1,Cediranib,0.1,VEGFR/cKIT,RTK,0.9164,0.01637
50206-2,HCC1395,10444-101-1,Cediranib,0.31623,VEGFR/cKIT,RTK,0.7785,0.02514
50206-2,HCC1395,10444-101-1,Cediranib,1.0,VEGFR/cKIT,RTK,0.5845,0.05239
50206-2,HCC1395,10444-101-1,Cediranib,3.1623,VEGFR/cKIT,RTK,0.3441,0.07481
50206-2,HCC1395,10444-101-1,Cediranib,10.0,VEGFR/cKIT,RTK,-0.4825,0.41648
50206-2,HCC1395,10194-106-1,Cabozantinib,0.001,VEGFR2/MET,RTK,1.0639,0.00497
50206-2,HCC1395,10194-106-1,Cabozantinib,0.0031623,VEGFR2/MET,RTK,1.0999,-0.00250
50206-2,HCC1395,10194-106-1,Cabozantinib,0.01,VEGFR2/MET,RTK,1.0298,-0.00114
50206-2,HCC1395,10194-106-1,Cabozantinib,0.031623,VEGFR2/MET,RTK,1.0262,0.00017
50206-2,HCC1395,10194-106-1,Cabozantinib,0.1,VEGFR2/MET,RTK,1.0302,0.00194
50206-2,HCC1395,10194-106-1,Cabozantinib,0.31623,VEGFR2/MET,RTK,0.9868,0.00229
50206-2,HCC1395,10194-106-1,Cabozantinib,1.0,VEGFR2/MET,RTK,0.9583,0.00317
50206-2,HCC1395,10194-106-1,Cabozantinib,3.1623,VEGFR2/MET,RTK,0.7593,0.00854
50206-2,HCC1395,10194-106-1,Cabozantinib,10.0,VEGFR2/MET,RTK,0.1138,0.10072
50207-2,HCC1419,10390-103-1,Abemaciclib,0.001,CDK4/6,Cell cycle,1.0754,-0.00634
50207-2,HCC1419,10390-103-1,Abemaciclib,0.0031623,CDK4/6,Cell cycle,0.8229,-0.00780
50207-2,HCC1419,10390-103-1,Abemaciclib,0.01,CDK4/6,Cell cycle,0.7322,-0.00613
50207-2,HCC1419,10390-103-1,Abemaciclib,0.031623,CDK4/6,Cell cycle,0.5521,-0.01170
50207-2,HCC1419,10390-103-1,Abemaciclib,0.1,CDK4/6,Cell cycle,0.5337,-0.01021
50207-2,HCC1419,10390-103-1,Abemaciclib,0.31623,CDK4/6,Cell cycle,0.4242,-0.01785
50207-2,HCC1419,10390-103-1,Abemaciclib,1.0,CDK4/6,Cell cycle,0.4823,-0.00729
50207-2,HCC1419,10390-103-1,Abemaciclib,3.1623,CDK4/6,Cell cycle,0.3341,-0.00581
50207-2,HCC1419,10390-103-1,Abemaciclib,10.0,CDK4/6,Cell cycle,0.2278,0.04594
50207-2,HCC1419,10071-101-1,Palbociclib,0.00031623,CDK4/6,Cell cycle,1.1701,0.00192
50207-2,HCC1419,10071-101-1,Palbociclib,0.001,CDK4/6,Cell cycle,1.0481,-0.00204
50207-2,HCC1419,10071-101-1,Palbociclib,0.0031623,CDK4/6,Cell cycle,1.1139,-0.00288
50207-2,HCC1419,10071-101-1,Palbociclib,0.01,CDK4/6,Cell cycle,0.8976,-0.00667
50207-2,HCC1419,10071-101-1,Palbociclib,0.031623,CDK4/6,Cell cycle,0.8248,-0.00198
50207-2,HCC1419,10071-101-1,Palbociclib,0.1,CDK4/6,Cell cycle,0.6334,-0.00945
50207-2,HCC1419,10071-101-1,Palbociclib,0.31623,CDK4/6,Cell cycle,0.5424,-0.00941
50207-2,HCC1419,10071-101-1,Palbociclib,1.0,CDK4/6,Cell cycle,0.4414,-0.01064
50207-2,HCC1419,10071-101-1,Palbociclib,3.1623,CDK4/6,Cell cycle,0.4925,-0.00749
50207-2,HCC1419,10006-101-1,AZD7762,0.001,CHK1/2,Cell cycle,1.0125,0.00460
50207-2,HCC1419,10006-101-1,AZD7762,0.0031623,CHK1/2,Cell cycle,0.9801,0.00022
50207-2,HCC1419,10006-101-1,AZD7762,0.01,CHK1/2,Cell cycle,1.0104,0.00484
50207-2,HCC1419,10006-101-1,AZD7762,0.031623,CHK1/2,Cell cycle,0.8682,0.04349
50207-2,HCC1419,10006-101-1,AZD7762,0.1,CHK1/2,Cell cycle,0.2581,0.15434
50207-2,HCC1419,10006-101-1,AZD7762,0.31623,CHK1/2,Cell cycle,0.1120,0.19860
50207-2,HCC1419,10006-101-1,AZD7762,1.0,CHK1/2,Cell cycle,-0.1084,0.23604
50207-2,HCC1419,10006-101-1,AZD7762,3.1623,CHK1/2,Cell cycle,-0.0765,0.21985
50207-2,HCC1419,10006-101-1,AZD7762,10.0,CHK1/2,Cell cycle,-0.0826,0.17849
50207-2,HCC1419,10387-101-1,Volasertib,0.0001,PLK,Cell cycle,1.0715,-0.00315
50207-2,HCC1419,10387-101-1,Volasertib,0.00031623,PLK,Cell cycle,1.3365,0.00331
50207-2,HCC1419,10387-101-1,Volasertib,0.001,PLK,Cell cycle,1.0482,0.00044
50207-2,HCC1419,10387-101-1,Volasertib,0.0031623,PLK,Cell cycle,1.0599,0.00236
50207-2,HCC1419,10387-101-1,Volasertib,0.01,PLK,Cell cycle,0.7315,0.01193
50207-2,HCC1419,10387-101-1,Volasertib,0.031623,PLK,Cell cycle,0.3735,0.05762
50207-2,HCC1419,10387-101-1,Volasertib,0.1,PLK,Cell cycle,0.1142,0.11218
50207-2,HCC1419,10387-101-1,Volasertib,0.31623,PLK,Cell cycle,0.1646,0.14181
50207-2,HCC1419,10387-101-1,Volasertib,1.0,PLK,Cell cycle,0.0685,0.08945
50207-2,HCC1419,10287-101-2,Dinaciclib,0.0001,pan CDK,Cell cycle,1.1261,-0.00193
50207-2,HCC1419,10287-101-2,Dinaciclib,0.00031623,pan CDK,Cell cycle,1.1718,-0.00364
50207-2,HCC1419,10287-101-2,Dinaciclib,0.001,pan CDK,Cell cycle,1.0990,-0.00339
50207-2,HCC1419,10287-101-2,Dinaciclib,0.0031623,pan CDK,Cell cycle,1.2758,-0.00707
50207-2,HCC1419,10287-101-2,Dinaciclib,0.01,pan CDK,Cell cycle,1.1751,-0.00120
50207-2,HCC1419,10287-101-2,Dinaciclib,0.031623,pan CDK,Cell cycle,0.2040,0.06773
50207-2,HCC1419,10287-101-2,Dinaciclib,0.1,pan CDK,Cell cycle,-0.3905,0.32451
50207-2,HCC1419,10287-101-2,Dinaciclib,0.31623,pan CDK,Cell cycle,-0.4049,0.37233
50207-2,HCC1419,10287-101-2,Dinaciclib,1.0,pan CDK,Cell cycle,-0.4761,0.36683
50207-2,HCC1419,10245-999-4,Cisplatin,0.0010833,Chemo,Chemotherapy,1.1138,0.00725
50207-2,HCC1419,10245-999-4,Cisplatin,0.0033333,Chemo,Chemotherapy,0.7907,0.00850
50207-2,HCC1419,10245-999-4,Cisplatin,0.01,Chemo,Chemotherapy,0.9885,-0.00071
50207-2,HCC1419,10245-999-4,Cisplatin,0.031667,Chemo,Chemotherapy,1.0665,0.00432
50207-2,HCC1419,10245-999-4,Cisplatin,0.1,Chemo,Chemotherapy,0.9048,-0.00035
50207-2,HCC1419,10245-999-4,Cisplatin,0.31623,Chemo,Chemotherapy,0.8582,0.00120
50207-2,HCC1419,10245-999-4,Cisplatin,1.0,Chemo,Chemotherapy,0.7037,-0.00826
50207-2,HCC1419,10245-999-4,Cisplatin,3.1623,Chemo,Chemotherapy,0.3059,-0.00310
50207-2,HCC1419,10245-999-4,Cisplatin,10.0,Chemo,Chemotherapy,0.0949,0.06851
50207-2,HCC1419,10248-102-3,Doxorubicin,0.00031623,Chemo,Chemotherapy,0.9893,-0.00035
50207-2,HCC1419,10248-102-3,Doxorubicin,0.001,Chemo,Chemotherapy,0.9625,-0.00529
50207-2,HCC1419,10248-102-3,Doxorubicin,0.0031623,Chemo,Chemotherapy,0.8248,0.00568
50207-2,HCC1419,10248-102-3,Doxorubicin,0.01,Chemo,Chemotherapy,0.6854,0.00984
50207-2,HCC1419,10248-102-3,Doxorubicin,0.031623,Chemo,Chemotherapy,0.2929,0.01288
50207-2,HCC1419,10248-102-3,Doxorubicin,0.1,Chemo,Chemotherapy,0.1516,0.00271
50207-2,HCC1419,10248-102-3,Doxorubicin,0.31623,Chemo,Chemotherapy,0.1164,-0.00849
50207-2,HCC1419,10248-102-3,Doxorubicin,1.0,Chemo,Chemotherapy,-0.0182,0.10414
50207-2,HCC1419,10248-102-3,Doxorubicin,3.1623,Chemo,Chemotherapy,-0.4663,0.30483
50207-2,HCC1419,10102-101-4,Taxol,0.0001,Chemo,Chemotherapy,0.8586,0.02297
50207-2,HCC1419,10102-101-4,Taxol,0.00031623,Chemo,Chemotherapy,1.0374,0.00585
50207-2,HCC1419,10102-101-4,Taxol,0.001,Chemo,Chemotherapy,0.9611,0.01662
50207-2,HCC1419,10102-101-4,Taxol,0.0031623,Chemo,Chemotherapy,0.7109,0.09666
50207-2,HCC1419,10102-101-4,Taxol,0.01,Chemo,Chemotherapy,0.3163,0.14215
50207-2,HCC1419,10102-101-4,Taxol,0.031623,Chemo,Chemotherapy,0.2260,0.15381
50207-2,HCC1419,10102-101-4,Taxol,0.1,Chemo,Chemotherapy,0.2040,0.15108
50207-2,HCC1419,10102-101-4,Taxol,0.31623,Chemo,Chemotherapy,0.2475,0.13735
50207-2,HCC1419,10102-101-4,Taxol,1.0,Chemo,Chemotherapy,0.2143,0.15616
50207-2,HCC1419,10278-102-2,Topotecan,0.0010833,Topo I,Chemotherapy,0.8729,-0.00524
50207-2,HCC1419,10278-102-2,Topotecan,0.0033333,Topo I,Chemotherapy,0.6948,-0.00743
50207-2,HCC1419,10278-102-2,Topotecan,0.01,Topo I,Chemotherapy,0.2528,0.02487
50207-2,HCC1419,10278-102-2,Topotecan,0.031667,Topo I,Chemotherapy,0.1002,0.00972
50207-2,HCC1419,10278-102-2,Topotecan,0.1,Topo I,Chemotherapy,0.0685,0.01993
50207-2,HCC1419,10278-102-2,Topotecan,0.31623,Topo I,Chemotherapy,-0.0051,0.00581
50207-2,HCC1419,10278-102-2,Topotecan,1.0,Topo I,Chemotherapy,-0.4328,0.31678
50207-2,HCC1419,10278-102-2,Topotecan,3.1623,Topo I,Chemotherapy,-0.6059,0.50460
50207-2,HCC1419,10278-102-2,Topotecan,10.0,Topo I,Chemotherapy,-0.7857,0.67086
50207-2,HCC1419,10250-101-3,Etoposide,0.0010833,Topo II,Chemotherapy,0.9714,-0.00348
50207-2,HCC1419,10250-101-3,Etoposide,0.0033333,Topo II,Chemotherapy,0.8866,-0.00243
50207-2,HCC1419,10250-101-3,Etoposide,0.01,Topo II,Chemotherapy,0.8351,0.00424
50207-2,HCC1419,10250-101-3,Etoposide,0.031667,Topo II,Chemotherapy,0.9840,0.00047
50207-2,HCC1419,10250-101-3,Etoposide,0.1,Topo II,Chemotherapy,0.9249,-0.00366
50207-2,HCC1419,10250-101-3,Etoposide,0.31623,Topo II,Chemotherapy,0.8518,-0.00493
50207-2,HCC1419,10250-101-3,Etoposide,1.0,Topo II,Chemotherapy,0.3503,0.02062
50207-2,HCC1419,10250-101-3,Etoposide,3.1623,Topo II,Chemotherapy,0.1196,0.00870
50207-2,HCC1419,10250-101-3,Etoposide,10.0,Topo II,Chemotherapy,0.0317,0.01125
50207-2,HCC1419,10020-101-1,Dasatinib,0.001,BCR/ABL,MAPK/nRTK,1.1691,-0.00348
50207-2,HCC1419,10020-101-1,Dasatinib,0.0031623,BCR/ABL,MAPK/nRTK,1.0029,0.00036
50207-2,HCC1419,10020-101-1,Dasatinib,0.01,BCR/ABL,MAPK/nRTK,1.0049,0.00134
50207-2,HCC1419,10020-101-1,Dasatinib,0.031623,BCR/ABL,MAPK/nRTK,0.9083,0.00875
50207-2,HCC1419,10020-101-1,Dasatinib,0.1,BCR/ABL,MAPK/nRTK,0.8128,0.00254
50207-2,HCC1419,10020-101-1,Dasatinib,0.31623,BCR/ABL,MAPK/nRTK,0.7466,0.00532
50207-2,HCC1419,10020-101-1,Dasatinib,1.0,BCR/ABL,MAPK/nRTK,0.4660,0.01193
50207-2,HCC1419,10020-101-1,Dasatinib,3.1623,BCR/ABL,MAPK/nRTK,0.0804,0.02576
50207-2,HCC1419,10020-101-1,Dasatinib,10.0,BCR/ABL,MAPK/nRTK,-0.1962,0.12215
50207-2,HCC1419,10142-101-1,Trametinib,0.0001,MEK,MAPK/nRTK,1.0284,0.00056
50207-2,HCC1419,10142-101-1,Trametinib,0.00031623,MEK,MAPK/nRTK,1.0727,-0.00304
50207-2,HCC1419,10142-101-1,Trametinib,0.001,MEK,MAPK/nRTK,1.0150,-0.00320
50207-2,HCC1419,10142-101-1,Trametinib,0.0031623,MEK,MAPK/nRTK,0.8427,-0.00144
50207-2,HCC1419,10142-101-1,Trametinib,0.01,MEK,MAPK/nRTK,0.7308,-0.00168
50207-2,HCC1419,10142-101-1,Trametinib,0.031623,MEK,MAPK/nRTK,0.4571,-0.00992
50207-2,HCC1419,10142-101-1,Trametinib,0.1,MEK,MAPK/nRTK,0.4409,-0.00510
50207-2,HCC1419,10142-101-1,Trametinib,0.31623,MEK,MAPK/nRTK,0.4368,-0.00647
50207-2,HCC1419,10142-101-1,Trametinib,1.0,MEK,MAPK/nRTK,0.4259,0.00266
50207-2,HCC1419,10032-101-1,Saracatinib,0.001,SRC,MAPK/nRTK,1.1647,-0.00358
50207-2,HCC1419,10032-101-1,Saracatinib,0.0031623,SRC,MAPK/nRTK,1.0841,-0.00660
50207-2,HCC1419,10032-101-1,Saracatinib,0.01,SRC,MAPK/nRTK,1.0401,0.00110
50207-2,HCC1419,10032-101-1,Saracatinib,0.031623,SRC,MAPK/nRTK,1.0099,-0.00432
50207-2,HCC1419,10032-101-1,Saracatinib,0.1,SRC,MAPK/nRTK,0.8266,-0.00112
50207-2,HCC1419,10032-101-1,Saracatinib,0.31623,SRC,MAPK/nRTK,0.7459,-0.00718
50207-2,HCC1419,10032-101-1,Saracatinib,1.0,SRC,MAPK/nRTK,0.4278,0.00263
50207-2,HCC1419,10032-101-1,Saracatinib,3.1623,SRC,MAPK/nRTK,0.2257,0.00969
50207-2,HCC1419,10032-101-1,Saracatinib,10.0,SRC,MAPK/nRTK,-0.1146,0.12436
50207-2,HCC1419,10179-101-1,ABT-737,0.001,Bcl2/XL,Misc,0.9886,0.00346
50207-2,HCC1419,10179-101-1,ABT-737,0.0031623,Bcl2/XL,Misc,1.1602,0.00275
50207-2,HCC1419,10179-101-1,ABT-737,0.01,Bcl2/XL,Misc,1.0442,-0.00127
50207-2,HCC1419,10179-101-1,ABT-737,0.031623,Bcl2/XL,Misc,1.1001,0.00123
50207-2,HCC1419,10179-101-1,ABT-737,0.1,Bcl2/XL,Misc,1.0446,0.00545
50207-2,HCC1419,10179-101-1,ABT-737,0.31623,Bcl2/XL,Misc,1.1278,0.00016
50207-2,HCC1419,10179-101-1,ABT-737,1.0,Bcl2/XL,Misc,0.9967,0.01452
50207-2,HCC1419,10179-101-1,ABT-737,3.1623,Bcl2/XL,Misc,1.0168,0.02377
50207-2,HCC1419,10179-101-1,ABT-737,10.0,Bcl2/XL,Misc,0.4715,0.09679
50207-2,HCC1419,10282-101-2,Vorinostat,0.001,HDAC,Misc,1.0952,-0.00265
50207-2,HCC1419,10282-101-2,Vorinostat,0.0031623,HDAC,Misc,1.0589,-0.00334
50207-2,HCC1419,10282-101-2,Vorinostat,0.01,HDAC,Misc,0.9913,-0.00489
50207-2,HCC1419,10282-101-2,Vorinostat,0.031623,HDAC,Misc,1.0746,-0.00096
50207-2,HCC1419,10282-101-2,Vorinostat,0.1,HDAC,Misc,1.0756,-0.00111
50207-2,HCC1419,10282-101-2,Vorinostat,0.31623,HDAC,Misc,1.3152,-0.00210
50207-2,HCC1419,10282-101-2,Vorinostat,1.0,HDAC,Misc,0.7675,0.01156
50207-2,HCC1419,10282-101-2,Vorinostat,3.1623,HDAC,Misc,0.1105,0.04835
50207-2,HCC1419,10282-101-2,Vorinostat,10.0,HDAC,Misc,-0.2557,0.32155
50207-2,HCC1419,10161-101-1,Luminespib,0.0001,HSP90,Misc,1.0532,0.00431
50207-2,HCC1419,10161-101-1,Luminespib,0.00031623,HSP90,Misc,1.0991,0.00814
50207-2,HCC1419,10161-101-1,Luminespib,0.001,HSP90,Misc,1.0756,0.00135
50207-2,HCC1419,10161-101-1,Luminespib,0.0031623,HSP90,Misc,0.8373,0.00159
50207-2,HCC1419,10161-101-1,Luminespib,0.01,HSP90,Misc,0.2686,0.03752
50207-2,HCC1419,10161-101-1,Luminespib,0.031623,HSP90,Misc,-0.2103,0.31908
50207-2,HCC1419,10161-101-1,Luminespib,0.1,HSP90,Misc,-0.2807,0.34495
50207-2,HCC1419,10161-101-1,Luminespib,0.31623,HSP90,Misc,-0.2968,0.34833
50207-2,HCC1419,10161-101-1,Luminespib,1.0,HSP90,Misc,-0.2950,0.35536
50207-2,HCC1419,10478-102-1,A-1210477,0.001,Mcl-1,Misc,1.0336,0.00045
50207-2,HCC1419,10478-102-1,A-1210477,0.0031623,Mcl-1,Misc,1.0073,0.00550
50207-2,HCC1419,10478-102-1,A-1210477,0.01,Mcl-1,Misc,0.9714,-0.00232
50207-2,HCC1419,10478-102-1,A-1210477,0.031623,Mcl-1,Misc,0.9650,0.00392
50207-2,HCC1419,10478-102-1,A-1210477,0.1,Mcl-1,Misc,0.9346,-0.00613
50207-2,HCC1419,10478-102-1,A-1210477,0.31623,Mcl-1,Misc,1.0100,0.00528
50207-2,HCC1419,10478-102-1,A-1210477,1.0,Mcl-1,Misc,0.9495,-0.00140
50207-2,HCC1419,10478-102-1,A-1210477,3.1623,Mcl-1,Misc,0.9700,-0.00372
50207-2,HCC1419,10478-102-1,A-1210477,10.0,Mcl-1,Misc,0.7081,0.01452
50207-2,HCC1419,10144-101-3,Olaparib,0.001,PARP,Misc,1.0278,-0.00512
50207-2,HCC1419,10144-101-3,Olaparib,0.0031623,PARP,Misc,1.0061,-0.00394
50207-2,HCC1419,10144-101-3,Olaparib,0.01,PARP,Misc,1.0905,0.00131
50207-2,HCC1419,10144-101-3,Olaparib,0.031623,PARP,Misc,0.9949,0.00047
50207-2,HCC1419,10144-101-3,Olaparib,0.1,PARP,Misc,1.0837,-0.00242
50207-2,HCC1419,10144-101-3,Olaparib,0.31623,PARP,Misc,0.9750,0.00107
50207-2,HCC1419,10144-101-3,Olaparib,1.0,PARP,Misc,0.9909,-0.00292
50207-2,HCC1419,10144-101-3,Olaparib,3.1623,PARP,Misc,0.8850,0.00084
50207-2,HCC1419,10144-101-3,Olaparib,10.0,PARP,Misc,0.6322,-0.00030
50207-2,HCC1419,10482-114-1,Bleomycin,0.0010833,Radiation,Misc,0.9115,0.00031
50207-2,HCC1419,10482-114-1,Bleomycin,0.0033333,Radiation,Misc,1.0766,-0.00157
50207-2,HCC1419,10482-114-1,Bleomycin,0.01,Radiation,Misc,0.8164,-0.00373
50207-2,HCC1419,10482-114-1,Bleomycin,0.031667,Radiation,Misc,1.0223,-0.00785
50207-2,HCC1419,10482-114-1,Bleomycin,0.1,Radiation,Misc,1.1620,-0.00338
50207-2,HCC1419,10482-114-1,Bleomycin,0.31623,Radiation,Misc,0.8041,-0.00550
50207-2,HCC1419,10482-114-1,Bleomycin,1.0,Radiation,Misc,0.8148,-0.00846
50207-2,HCC1419,10482-114-1,Bleomycin,3.1623,Radiation,Misc,0.5469,0.01203
50207-2,HCC1419,10482-114-1,Bleomycin,10.0,Radiation,Misc,0.3545,0.01693
50207-2,HCC1419,10338-101-1,Ipatasertib,0.001,AKT,PI3K/mTOR,1.0159,0.00258
50207-2,HCC1419,10338-101-1,Ipatasertib,0.0031623,AKT,PI3K/mTOR,1.0076,0.00354
50207-2,HCC1419,10338-101-1,Ipatasertib,0.01,AKT,PI3K/mTOR,1.1535,-0.00296
50207-2,HCC1419,10338-101-1,Ipatasertib,0.031623,AKT,PI3K/mTOR,1.0749,-0.00409
50207-2,HCC1419,10338-101-1,Ipatasertib,0.1,AKT,PI3K/mTOR,1.0291,0.00075
50207-2,HCC1419,10338-101-1,Ipatasertib,0.31623,AKT,PI3K/mTOR,0.8917,-0.00505
50207-2,HCC1419,10338-101-1,Ipatasertib,1.0,AKT,PI3K/mTOR,0.7063,-0.00132
50207-2,HCC1419,10338-101-1,Ipatasertib,3.1623,AKT,PI3K/mTOR,0.6479,0.00467
50207-2,HCC1419,10338-101-1,Ipatasertib,10.0,AKT,PI3K/mTOR,0.5051,0.00791
50207-2,HCC1419,10233-101-1,Alpelisib,0.001,PI3Ka,PI3K/mTOR,0.7719,0.00579
50207-2,HCC1419,10233-101-1,Alpelisib,0.0031623,PI3Ka,PI3K/mTOR,0.9771,-0.00073
50207-2,HCC1419,10233-101-1,Alpelisib,0.01,PI3Ka,PI3K/mTOR,0.9634,0.00202
50207-2,HCC1419,10233-101-1,Alpelisib,0.031623,PI3Ka,PI3K/mTOR,0.8662,-0.00006
50207-2,HCC1419,10233-101-1,Alpelisib,0.1,PI3Ka,PI3K/mTOR,0.6468,0.00558
50207-2,HCC1419,10233-101-1,Alpelisib,0.31623,PI3Ka,PI3K/mTOR,0.5973,0.01151
50207-2,HCC1419,10233-101-1,Alpelisib,1.0,PI3Ka,PI3K/mTOR,0.4511,0.01464
50207-2,HCC1419,10233-101-1,Alpelisib,3.1623,PI3Ka,PI3K/mTOR,0.2667,0.02627
50207-2,HCC1419,10233-101-1,Alpelisib,10.0,PI3Ka,PI3K/mTOR,-0.0020,0.07586
50207-2,HCC1419,10445-101-1,Taselisib,0.001,"PI3Ka, g, d",PI3K/mTOR,0.8902,0.00478
50207-2,HCC1419,10445-101-1,Taselisib,0.0031623,"PI3Ka, g, d",PI3K/mTOR,0.6740,0.00775
50207-2,HCC1419,10445-101-1,Taselisib,0.01,"PI3Ka, g, d",PI3K/mTOR,0.4658,0.01835
50207-2,HCC1419,10445-101-1,Taselisib,0.031623,"PI3Ka, g, d",PI3K/mTOR,0.1933,0.02640
50207-2,HCC1419,10445-101-1,Taselisib,0.1,"PI3Ka, g, d",PI3K/mTOR,0.0593,0.06717
50207-2,HCC1419,10445-101-1,Taselisib,0.31623,"PI3Ka, g, d",PI3K/mTOR,-0.0573,0.09270
50207-2,HCC1419,10445-101-1,Taselisib,1.0,"PI3Ka, g, d",PI3K/mTOR,-0.1660,0.14764
50207-2,HCC1419,10445-101-1,Taselisib,3.1623,"PI3Ka, g, d",PI3K/mTOR,-0.2301,0.19420
50207-2,HCC1419,10445-101-1,Taselisib,10.0,"PI3Ka, g, d",PI3K/mTOR,-0.4046,0.29174
50207-2,HCC1419,10171-101-1,TGX221,0.001,PI3Kb,PI3K/mTOR,1.0854,-0.00115
50207-2,HCC1419,10171-101-1,TGX221,0.0031623,PI3Kb,PI3K/mTOR,1.0400,0.00169
50207-2,HCC1419,10171-101-1,TGX221,0.01,PI3Kb,PI3K/mTOR,1.2305,-0.00195
50207-2,HCC1419,10171-101-1,TGX221,0.031623,PI3Kb,PI3K/mTOR,0.9913,0.00108
50207-2,HCC1419,10171-101-1,TGX221,0.1,PI3Kb,PI3K/mTOR,1.1307,0.00031
50207-2,HCC1419,10171-101-1,TGX221,0.31623,PI3Kb,PI3K/mTOR,0.9904,0.00175
50207-2,HCC1419,10171-101-1,TGX221,1.0,PI3Kb,PI3K/mTOR,1.1222,-0.00052
50207-2,HCC1419,10171-101-1,TGX221,3.1623,PI3Kb,PI3K/mTOR,0.9452,0.00159
50207-2,HCC1419,10171-101-1,TGX221,10.0,PI3Kb,PI3K/mTOR,0.7941,-0.00126
50207-2,HCC1419,10080-101-1,Torin2,0.0001,mTOR/ATM/ATR,PI3K/mTOR,1.0589,0.00117
50207-2,HCC1419,10080-101-1,Torin2,0.00031623,mTOR/ATM/ATR,PI3K/mTOR,0.9145,-0.00312
50207-2,HCC1419,10080-101-1,Torin2,0.001,mTOR/ATM/ATR,PI3K/mTOR,0.8676,0.00648
50207-2,HCC1419,10080-101-1,Torin2,0.0031623,mTOR/ATM/ATR,PI3K/mTOR,0.6358,0.00860
50207-2,HCC1419,10080-101-1,Torin2,0.01,mTOR/ATM/ATR,PI3K/mTOR,0.2964,0.02171
50207-2,HCC1419,10080-101-1,Torin2,0.031623,mTOR/ATM/ATR,PI3K/mTOR,0.0254,0.05311
50207-2,HCC1419,10080-101-1,Torin2,0.1,mTOR/ATM/ATR,PI3K/mTOR,-0.0202,0.10224
50207-2,HCC1419,10080-101-1,Torin2,0.31623,mTOR/ATM/ATR,PI3K/mTOR,-0.1346,0.13918
50207-2,HCC1419,10080-101-1,Torin2,1.0,mTOR/ATM/ATR,PI3K/mTOR,-0.3722,0.38672
